sku,category,grossValue,maker,name,quantity,highPrecisionQuantity,branchName
SKU82145,Sports,41.95,BrandA,Running Shoes,47,794,North Branch
SKU66585,Electronics,892.19,BrandD,Headphones,45,337,South Branch
SKU45339,Sports,144.4,BrandA,Desk Lamp,74,865,Main Warehouse
SKU91763,Clothing,728.71,BrandB,Wireless Earbuds,20,673,Secondary Warehouse
SKU54646,Clothing,37.43,BrandB,Desk Lamp,67,874,Central Depot
SKU29767,Toys,631.33,BrandC,Blender,62,294,North Branch
SKU66235,Clothing,991.38,BrandD,Tablet,82,751,North Branch
SKU51380,Furniture,790.22,BrandB,Office Chair,79,230,North Branch
SKU31165,Electronics,519.33,BrandE,Office Chair,70,84,South Branch
SKU79747,Electronics,972.25,BrandD,Headphones,28,580,North Branch
SKU94948,Clothing,459.83,BrandC,Tablet,24,57,North Branch
SKU23779,Furniture,916.01,BrandE,Headphones,100,804,Secondary Warehouse
SKU43434,Clothing,752.79,BrandE,Laptop,24,885,Central Depot
SKU52859,Clothing,762.68,BrandD,Blender,52,772,North Branch
SKU53341,Electronics,488.64,BrandE,Gaming Console,79,237,South Branch
SKU35557,Beauty,708.89,BrandC,Running Shoes,39,784,Central Depot
SKU25040,Beauty,680.66,BrandD,Headphones,72,709,Secondary Warehouse
SKU68119,Clothing,665.46,BrandC,Office Chair,22,474,South Branch
SKU69986,Beauty,872.37,BrandC,Tablet,40,254,North Branch
SKU84555,Toys,930.87,BrandB,Tablet,61,388,Secondary Warehouse
SKU32634,Toys,140.6,BrandD,Gaming Console,18,572,South Branch
SKU73004,Toys,865.47,BrandA,Tablet,20,589,North Branch
SKU12137,Beauty,212.85,BrandB,Wireless Earbuds,43,358,South Branch
SKU80438,Kitchen,978.68,BrandB,Gaming Console,51,552,Main Warehouse
SKU26968,Furniture,183.1,BrandE,Laptop,18,518,Central Depot
SKU17099,Electronics,925.1,BrandB,Gaming Console,10,956,Secondary Warehouse
SKU97792,Toys,369.16,BrandD,Blender,11,269,Central Depot
SKU26703,Electronics,831.36,BrandE,Smartphone,15,458,Central Depot
SKU97952,Automotive,253.67,BrandB,Gaming Console,35,846,South Branch
SKU14931,Electronics,469.54,BrandD,Gaming Console,41,632,South Branch
SKU60521,Beauty,872.95,BrandC,Gaming Console,96,483,Central Depot
SKU33447,Clothing,389.57,BrandB,Gaming Console,75,160,Main Warehouse
SKU72555,Electronics,172.57,BrandD,Laptop,96,242,South Branch
SKU16597,Automotive,967.1,BrandA,Tablet,38,16,South Branch
SKU46026,Electronics,75.34,BrandA,Gaming Console,42,554,North Branch
SKU16473,Furniture,36.22,BrandD,Office Chair,94,538,South Branch
SKU17088,Sports,781.19,BrandC,Tablet,4,620,Secondary Warehouse
SKU34672,Clothing,311.22,BrandD,Tablet,41,354,South Branch
SKU64066,Sports,283.2,BrandD,Headphones,55,187,Main Warehouse
SKU91459,Toys,914.26,BrandD,Wireless Earbuds,63,527,Main Warehouse
SKU38874,Kitchen,542.93,BrandD,Wireless Earbuds,7,580,Main Warehouse
SKU41093,Toys,103.13,BrandE,Wireless Earbuds,61,2,South Branch
SKU66042,Beauty,465.35,BrandB,Running Shoes,48,551,Central Depot
SKU10011,Automotive,468.71,BrandC,Headphones,34,973,Main Warehouse
SKU72104,Toys,96.5,BrandC,Wireless Earbuds,86,376,Main Warehouse
SKU29739,Electronics,461.43,BrandA,Smartphone,39,774,South Branch
SKU82655,Beauty,693.58,BrandB,Headphones,10,359,South Branch
SKU51596,Furniture,714.31,BrandC,Desk Lamp,84,486,Main Warehouse
SKU80082,Beauty,781.96,BrandA,Smartphone,60,982,North Branch
SKU28758,Kitchen,229.1,BrandA,Running Shoes,31,861,Main Warehouse
SKU52649,Furniture,45.34,BrandD,Office Chair,41,277,Secondary Warehouse
SKU50208,Automotive,816.98,BrandE,Wireless Earbuds,91,506,Central Depot
SKU50679,Electronics,571.65,BrandD,Blender,79,733,Secondary Warehouse
SKU32947,Furniture,14.59,BrandC,Tablet,41,911,Main Warehouse
SKU20541,Automotive,865.16,BrandD,Laptop,98,234,Main Warehouse
SKU11866,Furniture,890.91,BrandE,Gaming Console,49,968,Main Warehouse
SKU41712,Beauty,698.63,BrandA,Gaming Console,34,780,Secondary Warehouse
SKU71163,Furniture,541.42,BrandB,Gaming Console,96,317,South Branch
SKU10709,Electronics,882.59,BrandD,Tablet,9,30,North Branch
SKU63638,Furniture,214.85,BrandB,Headphones,72,645,North Branch
SKU64285,Kitchen,13.56,BrandC,Laptop,53,292,Main Warehouse
SKU84888,Electronics,378.9,BrandD,Blender,11,200,Central Depot
SKU74227,Clothing,114.11,BrandA,Office Chair,97,824,Secondary Warehouse
SKU31506,Toys,956.12,BrandC,Desk Lamp,15,650,North Branch
SKU42267,Furniture,204.56,BrandC,Tablet,98,401,Secondary Warehouse
SKU62215,Sports,905.93,BrandC,Wireless Earbuds,51,144,Secondary Warehouse
SKU57557,Toys,858.22,BrandE,Gaming Console,100,542,North Branch
SKU90342,Kitchen,934.2,BrandD,Wireless Earbuds,21,987,South Branch
SKU14158,Sports,921.45,BrandA,Office Chair,10,896,Main Warehouse
SKU77982,Sports,936.28,BrandD,Wireless Earbuds,36,942,South Branch
SKU47426,Beauty,769.31,BrandB,Smartphone,48,821,Central Depot
SKU28065,Electronics,686.12,BrandD,Running Shoes,28,306,Secondary Warehouse
SKU36808,Toys,726.39,BrandA,Desk Lamp,23,522,Central Depot
SKU38758,Sports,748.21,BrandB,Smartphone,73,511,Main Warehouse
SKU82164,Automotive,191.75,BrandC,Running Shoes,2,265,Main Warehouse
SKU65604,Furniture,791.67,BrandB,Tablet,95,766,Central Depot
SKU68159,Sports,52.77,BrandC,Laptop,78,71,Main Warehouse
SKU20673,Clothing,483.61,BrandC,Desk Lamp,39,288,Secondary Warehouse
SKU11535,Furniture,531.76,BrandD,Headphones,10,583,South Branch
SKU33761,Electronics,418.04,BrandB,Tablet,89,307,Secondary Warehouse
SKU11072,Clothing,62.81,BrandD,Running Shoes,16,642,North Branch
SKU19022,Toys,590.44,BrandA,Tablet,60,495,Main Warehouse
SKU29523,Kitchen,993.34,BrandE,Headphones,64,139,Central Depot
SKU34275,Furniture,205.47,BrandE,Smartphone,76,207,Secondary Warehouse
SKU30545,Automotive,738.07,BrandA,Running Shoes,74,869,Main Warehouse
SKU30485,Furniture,685.23,BrandC,Office Chair,96,411,North Branch
SKU68093,Toys,917.02,BrandD,Headphones,27,198,South Branch
SKU79490,Toys,787.3,BrandE,Smartphone,52,776,Main Warehouse
SKU35457,Automotive,440.94,BrandD,Tablet,63,452,Central Depot
SKU99040,Automotive,384.11,BrandD,Smartphone,57,948,Central Depot
SKU30859,Toys,173.51,BrandC,Smartphone,94,519,South Branch
SKU89804,Beauty,773.58,BrandD,Office Chair,67,650,North Branch
SKU89892,Automotive,723.46,BrandD,Office Chair,86,104,Central Depot
SKU72465,Beauty,287.52,BrandE,Office Chair,54,253,Secondary Warehouse
SKU35389,Furniture,497.99,BrandE,Desk Lamp,20,198,Main Warehouse
SKU22619,Automotive,521.53,BrandD,Wireless Earbuds,98,497,Central Depot
SKU34676,Automotive,519.23,BrandD,Wireless Earbuds,83,663,South Branch
SKU58522,Kitchen,274.8,BrandC,Office Chair,86,419,Secondary Warehouse
SKU85063,Furniture,735.48,BrandD,Desk Lamp,81,634,South Branch
SKU48205,Sports,449.8,BrandD,Tablet,40,577,North Branch
SKU93922,Furniture,880.4,BrandB,Laptop,71,691,Secondary Warehouse
SKU57515,Furniture,974.6,BrandE,Laptop,2,200,North Branch
SKU18794,Automotive,503.24,BrandE,Office Chair,81,137,North Branch
SKU94083,Toys,187.75,BrandD,Running Shoes,17,526,North Branch
SKU55750,Furniture,431.79,BrandE,Office Chair,87,158,Secondary Warehouse
SKU99431,Furniture,20.61,BrandA,Smartphone,25,181,South Branch
SKU66258,Toys,425.84,BrandA,Smartphone,22,408,Central Depot
SKU72938,Clothing,661.33,BrandC,Headphones,72,662,Main Warehouse
SKU13436,Electronics,12.54,BrandC,Smartphone,22,82,South Branch
SKU15021,Toys,180.63,BrandB,Blender,99,314,Main Warehouse
SKU16811,Kitchen,75.52,BrandB,Desk Lamp,83,640,Main Warehouse
SKU69243,Beauty,997.03,BrandA,Laptop,61,241,Central Depot
SKU63401,Furniture,850.07,BrandE,Laptop,97,523,Main Warehouse
SKU97084,Beauty,548.91,BrandA,Laptop,7,278,North Branch
SKU91595,Beauty,280.16,BrandB,Gaming Console,99,226,Main Warehouse
SKU53369,Electronics,704.09,BrandB,Running Shoes,63,32,Main Warehouse
SKU33356,Automotive,768.54,BrandE,Desk Lamp,36,747,North Branch
SKU94637,Toys,112.27,BrandC,Office Chair,97,194,South Branch
SKU32663,Furniture,781.81,BrandE,Running Shoes,70,454,Main Warehouse
SKU49560,Automotive,642.6,BrandB,Wireless Earbuds,53,133,South Branch
SKU61668,Automotive,674.87,BrandE,Gaming Console,76,674,South Branch
SKU85199,Clothing,150.53,BrandD,Gaming Console,6,518,South Branch
SKU98573,Beauty,714.31,BrandE,Wireless Earbuds,51,377,Secondary Warehouse
SKU58231,Beauty,900.37,BrandC,Desk Lamp,39,686,South Branch
SKU88593,Clothing,469.29,BrandC,Office Chair,21,569,North Branch
SKU12607,Automotive,650.12,BrandE,Gaming Console,8,971,South Branch
SKU24789,Automotive,763.5,BrandB,Wireless Earbuds,19,56,South Branch
SKU28525,Furniture,38.24,BrandE,Tablet,99,816,Central Depot
SKU13747,Furniture,574.27,BrandC,Tablet,9,223,Central Depot
SKU60860,Automotive,797.42,BrandD,Tablet,32,299,Main Warehouse
SKU20947,Electronics,148.07,BrandE,Wireless Earbuds,69,672,Central Depot
SKU70964,Clothing,744.07,BrandB,Desk Lamp,10,689,South Branch
SKU71281,Kitchen,935.22,BrandA,Wireless Earbuds,42,109,Main Warehouse
SKU85819,Furniture,922.63,BrandC,Laptop,95,578,Main Warehouse
SKU77788,Automotive,319.9,BrandA,Headphones,33,351,South Branch
SKU50959,Electronics,512.01,BrandA,Tablet,73,290,South Branch
SKU15346,Electronics,740.7,BrandA,Gaming Console,33,661,Central Depot
SKU76511,Kitchen,608.18,BrandB,Desk Lamp,85,569,Secondary Warehouse
SKU50039,Clothing,309.19,BrandE,Wireless Earbuds,15,751,Main Warehouse
SKU68454,Beauty,692.75,BrandB,Wireless Earbuds,100,38,Secondary Warehouse
SKU19886,Automotive,512.17,BrandD,Headphones,54,770,Secondary Warehouse
SKU93212,Toys,239.69,BrandB,Blender,52,473,South Branch
SKU43215,Beauty,193.84,BrandE,Wireless Earbuds,57,545,Secondary Warehouse
SKU60865,Clothing,58.94,BrandD,Smartphone,85,733,Central Depot
SKU44197,Clothing,38.05,BrandE,Gaming Console,7,856,North Branch
SKU73612,Kitchen,792.88,BrandB,Gaming Console,10,919,South Branch
SKU87735,Kitchen,228.11,BrandD,Tablet,91,738,Main Warehouse
SKU74480,Toys,317.21,BrandA,Office Chair,73,965,Secondary Warehouse
SKU11983,Automotive,175.11,BrandB,Headphones,11,773,South Branch
SKU64072,Electronics,731.89,BrandE,Gaming Console,81,321,Central Depot
SKU58592,Clothing,332.23,BrandC,Desk Lamp,26,251,Main Warehouse
SKU22577,Furniture,625.78,BrandB,Headphones,98,815,Central Depot
SKU43824,Automotive,709.43,BrandE,Office Chair,81,454,Main Warehouse
SKU59197,Furniture,498.53,BrandB,Laptop,36,462,Main Warehouse
SKU80752,Furniture,698.12,BrandB,Gaming Console,42,432,South Branch
SKU48509,Beauty,238.49,BrandE,Headphones,37,632,South Branch
SKU18936,Clothing,275.47,BrandA,Office Chair,56,745,Main Warehouse
SKU26123,Beauty,627.06,BrandE,Gaming Console,46,876,South Branch
SKU78974,Electronics,616.32,BrandB,Running Shoes,33,389,North Branch
SKU66435,Clothing,716.55,BrandA,Blender,43,611,Secondary Warehouse
SKU38122,Beauty,957.33,BrandC,Laptop,2,451,Main Warehouse
SKU43542,Sports,668.23,BrandC,Tablet,27,959,Secondary Warehouse
SKU97628,Clothing,883.42,BrandA,Gaming Console,70,904,South Branch
SKU31924,Kitchen,349.17,BrandC,Office Chair,92,98,Secondary Warehouse
SKU55343,Toys,461.76,BrandD,Laptop,88,259,North Branch
SKU85039,Toys,273.88,BrandE,Blender,66,153,Secondary Warehouse
SKU42421,Sports,441.57,BrandE,Laptop,24,321,North Branch
SKU93017,Beauty,625.11,BrandC,Tablet,37,198,Central Depot
SKU32481,Beauty,773.64,BrandA,Laptop,9,54,Secondary Warehouse
SKU35283,Kitchen,83.67,BrandE,Headphones,35,605,Secondary Warehouse
SKU78781,Furniture,972.07,BrandA,Wireless Earbuds,41,918,North Branch
SKU69767,Kitchen,736.19,BrandE,Smartphone,60,186,Main Warehouse
SKU17303,Clothing,198.18,BrandC,Laptop,16,59,North Branch
SKU36909,Furniture,621.7,BrandB,Smartphone,74,255,Central Depot
SKU72277,Furniture,929.78,BrandA,Tablet,11,546,Secondary Warehouse
SKU27993,Electronics,188.78,BrandC,Blender,29,963,Main Warehouse
SKU37845,Automotive,264.92,BrandD,Smartphone,89,918,South Branch
SKU41391,Electronics,935.98,BrandA,Blender,84,97,North Branch
SKU53324,Furniture,973.29,BrandE,Smartphone,35,510,South Branch
SKU24268,Furniture,845.54,BrandB,Laptop,3,99,North Branch
SKU41902,Beauty,665.08,BrandA,Desk Lamp,100,276,South Branch
SKU69477,Kitchen,757.31,BrandB,Tablet,81,109,Main Warehouse
SKU63225,Automotive,129.37,BrandB,Smartphone,2,895,North Branch
SKU49705,Automotive,297.51,BrandE,Smartphone,37,364,South Branch
SKU12090,Furniture,280.1,BrandB,Running Shoes,82,279,Secondary Warehouse
SKU56221,Automotive,787.94,BrandB,Wireless Earbuds,33,815,North Branch
SKU17152,Electronics,958.31,BrandA,Headphones,8,169,Central Depot
SKU69836,Beauty,761.38,BrandC,Running Shoes,59,369,Secondary Warehouse
SKU34228,Furniture,712.17,BrandA,Laptop,6,214,Main Warehouse
SKU59884,Beauty,205.67,BrandD,Blender,27,800,North Branch
SKU18349,Automotive,950.52,BrandA,Headphones,25,701,North Branch
SKU68425,Kitchen,611.36,BrandD,Headphones,24,743,Secondary Warehouse
SKU25142,Automotive,847.32,BrandE,Smartphone,66,183,Secondary Warehouse
SKU97491,Furniture,786.85,BrandA,Office Chair,96,890,South Branch
SKU21424,Clothing,750.58,BrandE,Gaming Console,76,511,North Branch
SKU83461,Automotive,367.34,BrandC,Smartphone,50,100,Central Depot
SKU21024,Toys,150.89,BrandD,Blender,64,348,North Branch
SKU31112,Kitchen,945.67,BrandE,Desk Lamp,68,539,North Branch
SKU87675,Electronics,687.6,BrandA,Tablet,11,243,North Branch
SKU20229,Kitchen,912.17,BrandB,Running Shoes,36,138,North Branch
SKU88179,Furniture,181.98,BrandD,Running Shoes,52,38,Secondary Warehouse
SKU22640,Automotive,301.38,BrandB,Gaming Console,28,788,South Branch
SKU36899,Beauty,886.99,BrandE,Running Shoes,88,265,South Branch
SKU15114,Automotive,158.65,BrandB,Gaming Console,23,535,Secondary Warehouse
SKU54870,Beauty,250.12,BrandA,Office Chair,92,318,Secondary Warehouse
SKU35353,Beauty,14.41,BrandC,Desk Lamp,72,804,South Branch
SKU88589,Clothing,432.48,BrandA,Wireless Earbuds,9,76,Central Depot
SKU98326,Toys,962.66,BrandA,Desk Lamp,80,946,South Branch
SKU66351,Automotive,688.62,BrandB,Tablet,74,686,Main Warehouse
SKU47740,Clothing,72.03,BrandB,Tablet,79,406,Central Depot
SKU16706,Toys,552.56,BrandD,Running Shoes,72,212,Secondary Warehouse
SKU38076,Sports,978.43,BrandC,Headphones,49,417,Main Warehouse
SKU69680,Automotive,826.91,BrandB,Desk Lamp,51,626,Secondary Warehouse
SKU39925,Clothing,442.41,BrandE,Laptop,40,683,South Branch
SKU43250,Beauty,389.78,BrandD,Wireless Earbuds,13,517,Central Depot
SKU64058,Sports,750.73,BrandE,Running Shoes,79,591,Secondary Warehouse
SKU32133,Beauty,546.24,BrandB,Gaming Console,32,384,Central Depot
SKU61437,Electronics,639.09,BrandB,Wireless Earbuds,27,256,Main Warehouse
SKU85565,Sports,97.08,BrandC,Running Shoes,86,72,North Branch
SKU25861,Kitchen,959.46,BrandA,Headphones,25,218,South Branch
SKU87324,Automotive,617.28,BrandE,Gaming Console,87,561,Central Depot
SKU49033,Toys,785.44,BrandB,Headphones,93,870,Main Warehouse
SKU27437,Beauty,943.81,BrandD,Smartphone,94,845,Central Depot
SKU83982,Furniture,572.59,BrandD,Wireless Earbuds,53,310,Secondary Warehouse
SKU51713,Automotive,453.47,BrandB,Tablet,59,483,Central Depot
SKU30656,Clothing,71.5,BrandA,Running Shoes,41,259,Main Warehouse
SKU55426,Automotive,508.33,BrandA,Tablet,25,207,North Branch
SKU57776,Automotive,833.46,BrandA,Desk Lamp,16,959,North Branch
SKU37083,Sports,583.47,BrandC,Wireless Earbuds,27,230,Main Warehouse
SKU22240,Furniture,819.03,BrandA,Running Shoes,87,70,Central Depot
SKU21549,Kitchen,327.42,BrandE,Smartphone,44,27,Main Warehouse
SKU24697,Kitchen,173.51,BrandD,Gaming Console,50,361,Secondary Warehouse
SKU23606,Toys,356.74,BrandC,Smartphone,62,217,Secondary Warehouse
SKU79710,Furniture,552.04,BrandB,Running Shoes,14,150,South Branch
SKU52577,Automotive,692.03,BrandB,Smartphone,63,742,North Branch
SKU53763,Furniture,765.97,BrandE,Gaming Console,98,80,North Branch
SKU13403,Clothing,968.16,BrandC,Gaming Console,38,112,Main Warehouse
SKU50331,Sports,28.28,BrandC,Running Shoes,28,610,Secondary Warehouse
SKU94700,Toys,266.65,BrandA,Running Shoes,13,613,South Branch
SKU62197,Furniture,201.56,BrandD,Running Shoes,19,936,North Branch
SKU92920,Kitchen,942.28,BrandE,Tablet,38,299,Main Warehouse
SKU61287,Sports,463.95,BrandE,Desk Lamp,23,756,North Branch
SKU18132,Electronics,739.88,BrandD,Blender,80,110,South Branch
SKU51717,Automotive,141.05,BrandD,Laptop,24,339,Central Depot
SKU41780,Furniture,662.99,BrandA,Laptop,100,257,Central Depot
SKU94509,Electronics,194.3,BrandE,Headphones,15,455,Main Warehouse
SKU85850,Furniture,952.73,BrandB,Wireless Earbuds,6,295,South Branch
SKU61490,Toys,789.58,BrandA,Gaming Console,23,496,North Branch
SKU26927,Sports,459.07,BrandE,Headphones,80,619,South Branch
SKU14349,Clothing,641.32,BrandE,Headphones,65,843,North Branch
SKU90445,Automotive,84.72,BrandE,Gaming Console,27,418,North Branch
SKU77135,Clothing,714.96,BrandC,Blender,7,208,South Branch
SKU26332,Furniture,955.93,BrandD,Office Chair,76,963,South Branch
SKU15378,Furniture,418.19,BrandD,Wireless Earbuds,60,536,Secondary Warehouse
SKU32753,Electronics,935.21,BrandE,Desk Lamp,57,496,Main Warehouse
SKU38505,Furniture,479.72,BrandD,Blender,40,35,North Branch
SKU68344,Kitchen,393.53,BrandE,Blender,75,485,Main Warehouse
SKU64740,Kitchen,474.63,BrandA,Wireless Earbuds,30,433,North Branch
SKU70495,Clothing,976.55,BrandC,Smartphone,61,502,Main Warehouse
SKU42184,Sports,472.3,BrandC,Headphones,17,310,North Branch
SKU75412,Clothing,728.31,BrandA,Smartphone,28,861,North Branch
SKU81070,Beauty,137.5,BrandC,Office Chair,84,771,North Branch
SKU14332,Toys,855.43,BrandC,Laptop,89,999,Central Depot
SKU64787,Beauty,575.91,BrandE,Blender,8,652,Main Warehouse
SKU49864,Toys,173.45,BrandC,Smartphone,40,389,Secondary Warehouse
SKU26507,Toys,848.82,BrandA,Tablet,47,656,Central Depot
SKU42052,Toys,222.53,BrandB,Headphones,72,38,Secondary Warehouse
SKU17929,Sports,634.58,BrandC,Gaming Console,24,136,North Branch
SKU96994,Automotive,109.56,BrandA,Tablet,7,743,South Branch
SKU54839,Beauty,801.42,BrandE,Office Chair,63,155,North Branch
SKU81096,Beauty,213.6,BrandB,Running Shoes,94,86,Main Warehouse
SKU34134,Sports,403.48,BrandA,Office Chair,35,846,Main Warehouse
SKU63258,Clothing,581.37,BrandE,Laptop,72,428,Central Depot
SKU99234,Automotive,751.53,BrandC,Tablet,99,351,Main Warehouse
SKU22376,Toys,348.16,BrandA,Smartphone,1,339,Central Depot
SKU69697,Kitchen,474.25,BrandE,Gaming Console,10,451,North Branch
SKU21670,Furniture,890.51,BrandC,Running Shoes,30,680,North Branch
SKU98841,Toys,335.19,BrandC,Headphones,77,883,South Branch
SKU44633,Furniture,351.03,BrandC,Desk Lamp,51,591,Main Warehouse
SKU94546,Sports,226.18,BrandB,Blender,61,704,South Branch
SKU47737,Electronics,764.75,BrandD,Tablet,26,706,Central Depot
SKU42927,Beauty,216.68,BrandB,Headphones,30,540,Main Warehouse
SKU67214,Automotive,529.19,BrandB,Desk Lamp,21,231,South Branch
SKU71236,Automotive,556.09,BrandB,Laptop,76,330,Central Depot
SKU42812,Clothing,353.97,BrandD,Desk Lamp,10,356,Central Depot
SKU92038,Automotive,468.76,BrandC,Laptop,31,663,South Branch
SKU38344,Clothing,142.22,BrandB,Running Shoes,97,172,North Branch
SKU74582,Toys,169.96,BrandE,Gaming Console,73,556,Central Depot
SKU27733,Electronics,639.02,BrandB,Wireless Earbuds,17,501,South Branch
SKU95822,Toys,79.38,BrandE,Smartphone,14,158,Secondary Warehouse
SKU19843,Beauty,234.23,BrandD,Smartphone,5,709,North Branch
SKU25459,Beauty,688.14,BrandC,Wireless Earbuds,9,661,Main Warehouse
SKU11970,Electronics,34.87,BrandC,Laptop,16,614,Secondary Warehouse
SKU12866,Kitchen,927.88,BrandD,Blender,70,505,Secondary Warehouse
SKU87698,Kitchen,899.89,BrandD,Running Shoes,60,119,North Branch
SKU55360,Clothing,401.6,BrandA,Desk Lamp,77,350,Central Depot
SKU75338,Beauty,23.94,BrandD,Wireless Earbuds,59,23,North Branch
SKU36377,Automotive,441.04,BrandA,Running Shoes,78,76,North Branch
SKU90854,Clothing,224.52,BrandB,Desk Lamp,75,498,North Branch
SKU24893,Sports,621.46,BrandA,Laptop,57,265,Secondary Warehouse
SKU31326,Beauty,265.67,BrandC,Smartphone,15,787,Secondary Warehouse
SKU57356,Clothing,293.26,BrandD,Smartphone,21,46,Secondary Warehouse
SKU11264,Automotive,320.09,BrandB,Running Shoes,3,596,Main Warehouse
SKU49903,Toys,897.85,BrandA,Smartphone,46,908,Secondary Warehouse
SKU26202,Toys,56.45,BrandE,Headphones,68,354,Central Depot
SKU13666,Beauty,945.82,BrandA,Office Chair,18,737,Secondary Warehouse
SKU43759,Clothing,400.69,BrandA,Office Chair,13,428,South Branch
SKU27828,Furniture,989.36,BrandE,Desk Lamp,15,892,Central Depot
SKU10177,Automotive,61.19,BrandD,Gaming Console,11,11,Secondary Warehouse
SKU69504,Sports,80.96,BrandA,Running Shoes,25,961,North Branch
SKU69021,Sports,983.98,BrandA,Headphones,3,712,North Branch
SKU40085,Toys,359.96,BrandA,Desk Lamp,6,993,Central Depot
SKU91895,Toys,425.91,BrandA,Office Chair,70,648,North Branch
SKU52927,Automotive,860.61,BrandE,Running Shoes,42,263,North Branch
SKU15437,Furniture,119.48,BrandC,Wireless Earbuds,76,585,Secondary Warehouse
SKU16470,Kitchen,670.77,BrandB,Desk Lamp,3,639,Central Depot
SKU41176,Furniture,970.12,BrandE,Wireless Earbuds,48,482,Central Depot
SKU91330,Toys,953.49,BrandE,Running Shoes,28,4,Main Warehouse
SKU64959,Clothing,855.91,BrandA,Headphones,57,990,Main Warehouse
SKU41490,Beauty,66.69,BrandB,Blender,94,648,South Branch
SKU89745,Kitchen,744.81,BrandB,Smartphone,51,242,South Branch
SKU89449,Toys,704.12,BrandA,Tablet,61,450,North Branch
SKU38572,Electronics,443.55,BrandD,Office Chair,83,562,Secondary Warehouse
SKU14609,Toys,72.4,BrandA,Office Chair,2,343,Central Depot
SKU97482,Kitchen,487.08,BrandE,Desk Lamp,25,398,Main Warehouse
SKU13119,Clothing,584.2,BrandA,Wireless Earbuds,44,838,Central Depot
SKU43420,Electronics,628.94,BrandB,Tablet,45,100,South Branch
SKU27638,Clothing,561.63,BrandE,Wireless Earbuds,33,182,Secondary Warehouse
SKU88760,Toys,710.93,BrandE,Laptop,59,870,Central Depot
SKU62434,Beauty,586.83,BrandC,Smartphone,79,19,North Branch
SKU94838,Electronics,310.96,BrandB,Wireless Earbuds,82,913,North Branch
SKU90119,Sports,276.27,BrandA,Headphones,42,750,Secondary Warehouse
SKU53197,Beauty,818.43,BrandB,Wireless Earbuds,99,233,South Branch
SKU46766,Beauty,569.72,BrandB,Headphones,14,853,Central Depot
SKU40757,Clothing,280.81,BrandC,Laptop,35,83,South Branch
SKU52658,Sports,458.85,BrandC,Tablet,96,31,Central Depot
SKU71519,Clothing,138.37,BrandB,Tablet,52,334,Central Depot
SKU23610,Sports,653.05,BrandA,Desk Lamp,43,855,Main Warehouse
SKU33111,Kitchen,147.24,BrandC,Wireless Earbuds,26,436,Central Depot
SKU52463,Kitchen,997.02,BrandB,Smartphone,11,336,North Branch
SKU72782,Sports,145,BrandE,Office Chair,12,381,South Branch
SKU92172,Furniture,135.13,BrandE,Desk Lamp,4,461,Main Warehouse
SKU12602,Clothing,833.63,BrandA,Desk Lamp,38,733,Main Warehouse
SKU66241,Clothing,707.32,BrandE,Laptop,89,145,South Branch
SKU99270,Electronics,337.12,BrandA,Blender,38,396,South Branch
SKU50044,Clothing,906.27,BrandA,Office Chair,63,596,South Branch
SKU20452,Automotive,792.5,BrandA,Blender,41,192,North Branch
SKU15475,Toys,423.94,BrandC,Gaming Console,68,969,North Branch
SKU14317,Clothing,460.6,BrandE,Wireless Earbuds,43,841,South Branch
SKU87626,Furniture,129.18,BrandE,Running Shoes,47,52,Secondary Warehouse
SKU80635,Furniture,528.11,BrandD,Laptop,58,492,South Branch
SKU52001,Electronics,304.69,BrandC,Smartphone,94,420,Central Depot
SKU53378,Clothing,573.98,BrandC,Desk Lamp,49,925,Secondary Warehouse
SKU17289,Toys,739.31,BrandB,Wireless Earbuds,37,421,Secondary Warehouse
SKU52278,Furniture,72.65,BrandC,Gaming Console,36,968,Central Depot
SKU41720,Furniture,685.57,BrandE,Blender,91,115,Central Depot
SKU60956,Toys,514.76,BrandD,Tablet,87,92,Secondary Warehouse
SKU47624,Kitchen,607.8,BrandE,Tablet,18,816,Main Warehouse
SKU25670,Sports,224.25,BrandB,Smartphone,66,798,Secondary Warehouse
SKU36258,Beauty,369.35,BrandC,Tablet,77,631,Central Depot
SKU99135,Toys,204.68,BrandC,Laptop,26,943,Main Warehouse
SKU57280,Kitchen,818.84,BrandE,Tablet,96,224,Main Warehouse
SKU54449,Furniture,885.76,BrandE,Blender,64,319,South Branch
SKU97778,Kitchen,294.11,BrandB,Wireless Earbuds,82,91,Secondary Warehouse
SKU27772,Toys,278.87,BrandB,Blender,84,332,Main Warehouse
SKU49682,Furniture,872.69,BrandA,Headphones,8,382,Main Warehouse
SKU93921,Sports,191.54,BrandC,Wireless Earbuds,72,260,Central Depot
SKU84241,Automotive,451.37,BrandC,Smartphone,26,203,Main Warehouse
SKU10946,Clothing,737.13,BrandD,Blender,32,309,Secondary Warehouse
SKU23173,Sports,744.55,BrandC,Running Shoes,48,927,Main Warehouse
SKU78087,Electronics,732.26,BrandA,Wireless Earbuds,38,29,North Branch
SKU57243,Clothing,673.24,BrandC,Laptop,95,222,Main Warehouse
SKU32003,Toys,840.64,BrandD,Wireless Earbuds,46,627,Central Depot
SKU50504,Beauty,951.66,BrandE,Headphones,8,210,Secondary Warehouse
SKU81742,Beauty,670.15,BrandB,Wireless Earbuds,36,119,Main Warehouse
SKU77982,Sports,333.37,BrandE,Gaming Console,95,895,North Branch
