itemId,sku
5039,SKU13860
5040,SKU81513
5041,SKU19583
5043,SKU21678
5045,SKU45675
5047,SKU80475
5050,SKU97257
5051,SKU94293
5052,SKU33679
5054,SKU45860
5055,SKU53843
5056,SKU29214
5057,SKU55814
5058,SKU95701
5061,SKU93419
5062,SKU59939
5063,SKU75787
5064,SKU89840
5065,SKU12525
5066,SKU21897
5067,SKU60590
5068,SKU13381
5072,SKU53573
5073,SKU49149
5074,SKU90124
5076,SKU74382
5079,SKU81993
5080,SKU14529
5081,SKU49441
5082,SKU56371
5083,SKU72057
5086,SKU10165
5088,SKU81554
5089,SKU24492
5090,SKU92290
5092,SKU33701
5093,SKU64146
5094,SKU31537
5095,SKU94315
5099,SKU49418
5100,SKU14419
5104,SKU49331
5106,SKU21897
5107,SKU40290
5108,SKU88173
5110,SKU39353
5111,SKU81868
5115,SKU35433
5117,SKU72189
5119,SKU94838
5122,SKU14134
5123,SKU95794
5124,SKU27981
5126,SKU29667
5128,SKU10796
5129,SKU52170
5131,SKU35572
5132,SKU42085
5133,SKU66987
5135,SKU61271
5136,SKU48389
5137,SKU11794
5139,SKU13210
5140,SKU11347
5143,SKU17485
5144,SKU55213
5146,SKU41058
5148,SKU75909
5150,SKU16938
5152,SKU12961
5153,SKU27500
5154,SKU20408
5155,SKU97685
5156,SKU99574
5160,SKU24268
5163,SKU38550
5164,SKU97084
5165,SKU17167
5166,SKU27512
5169,SKU70188
5170,SKU61886
5171,SKU93935
5172,SKU75906
5173,SKU22982
5174,SKU22512
5175,SKU28633
5176,SKU41322
5178,SKU69446
5179,SKU88542
5182,SKU73305
5183,SKU11497
5184,SKU92405
5185,SKU33509
5186,SKU88179
5187,SKU57767
5188,SKU50162
5189,SKU22869
5191,SKU87425
5192,SKU14745
5194,SKU50125
5196,SKU52054
5197,SKU16419
5199,SKU68181
5201,SKU46047
5202,SKU83982
5203,SKU57515
5204,SKU59332
5205,SKU72889
5206,SKU83561
5207,SKU52233
5208,SKU40368
5209,SKU55074
5210,SKU98570
5212,SKU46736
5216,SKU97587
5217,SKU44094
5218,SKU15690
5219,SKU56989
5220,SKU65254
5221,SKU30943
5222,SKU90306
5223,SKU65635
5224,SKU33318
5225,SKU84264
5226,SKU27537
5227,SKU36306
5228,SKU17945
5229,SKU30993
5235,SKU45961
5236,SKU86786
5237,SKU11687
5238,SKU94945
5240,SKU92806
5241,SKU24203
5242,SKU72463
5243,SKU54374
5245,SKU71165
5248,SKU15879
5249,SKU47624
5252,SKU65645
5253,SKU85612
5255,SKU91336
5258,SKU61151
5259,SKU23870
5261,SKU92307
5263,SKU61355
5264,SKU95145
5266,SKU59928
5267,SKU15732
5268,SKU88649
5269,SKU31668
5270,SKU89985
5271,SKU37939
5272,SKU27859
5275,SKU85429
5277,SKU79918
5280,SKU27917
5281,SKU38974
5283,SKU14216
5284,SKU26703
5286,SKU38107
5289,SKU93669
5292,SKU82442
5294,SKU70940
5298,SKU19409
5299,SKU72790
5300,SKU40749
5302,SKU73095
5303,SKU65701
5304,SKU82056
5306,SKU68097
5309,SKU54988
5310,SKU24730
5313,SKU72564
5314,SKU99099
5315,SKU28905
5316,SKU39664
5317,SKU58643
5318,SKU63943
5320,SKU65417
5323,SKU27579
5325,SKU21891
5326,SKU62687
5332,SKU91411
5333,SKU11963
5334,SKU72303
5337,SKU67199
5339,SKU31408
5340,SKU88451
5342,SKU38144
5343,SKU97789
5344,SKU91700
5345,SKU72247
5347,SKU18526
5350,SKU92078
5352,SKU68428
5353,SKU66967
5355,SKU55434
5357,SKU79893
5359,SKU80696
5360,SKU67402
5361,SKU97733
5364,SKU80708
5367,SKU30545
5369,SKU55932
5370,SKU85990
5371,SKU30264
5372,SKU69003
5374,SKU44474
5375,SKU55735
5376,SKU60076
5377,SKU29415
5378,SKU66791
5380,SKU35149
5383,SKU93343
5384,SKU40646
5385,SKU13430
5387,SKU92356
5388,SKU54839
5389,SKU48989
5391,SKU73612
5392,SKU51628
5393,SKU44592
5394,SKU51740
5395,SKU29214
5398,SKU78423
5399,SKU99053
5400,SKU78238
5401,SKU30103
5402,SKU13337
5403,SKU48011
5404,SKU63258
5405,SKU21422
5406,SKU48745
5408,SKU95143
5410,SKU69757
5411,SKU22399
5412,SKU58933
5413,SKU74681
5414,SKU38695
5415,SKU39762
5416,SKU21835
5417,SKU77673
5419,SKU25463
5420,SKU46966
5423,SKU76754
5425,SKU53243
5426,SKU56531
5427,SKU22287
5428,SKU25671
5429,SKU20584
5430,SKU41852
5431,SKU61023
5433,SKU92815
5437,SKU72806
5438,SKU53959
5440,SKU69163
5443,SKU58988
5445,SKU93218
5446,SKU23202
5448,SKU54459
5449,SKU52912
5451,SKU24943
5452,SKU82027
5454,SKU74480
5455,SKU13946
5457,SKU20330
5461,SKU59581
5462,SKU18354
5464,SKU78040
5465,SKU79502
5467,SKU44633
5468,SKU84802
5469,SKU60098
5470,SKU27294
5472,SKU51873
5473,SKU51027
5474,SKU57424
5475,SKU26067
5478,SKU67525
5481,SKU62771
5482,SKU21541
5483,SKU97465
5484,SKU26881
5485,SKU89336
5486,SKU99915
5487,SKU53369
5488,SKU40851
5490,SKU14573
5492,SKU17933
5496,SKU81653
5498,SKU75121
5499,SKU68283
5500,SKU71432
5501,SKU45316
5502,SKU37988
5503,SKU48240
5504,SKU10011
5506,SKU76167
5507,SKU85885
5508,SKU70930
5509,SKU49364
5510,SKU11068
5512,SKU49883
5514,SKU65239
5517,SKU72904
5518,SKU22697
5519,SKU64874
5522,SKU58537
5524,SKU45448
5525,SKU64934
5526,SKU61982
5528,SKU26390
5532,SKU92333
5533,SKU53039
5535,SKU57034
5537,SKU67744
5538,SKU76639
5539,SKU12983
5540,SKU16638
5541,SKU41914
5542,SKU38146
5543,SKU35653
5545,SKU76785
5546,SKU79459
5547,SKU24840
5549,SKU77407
5553,SKU11750
5554,SKU22591
5555,SKU77296
5556,SKU61477
5560,SKU62932
5561,SKU35469
5562,SKU46377
5564,SKU33400
5565,SKU14252
5566,SKU37546
5567,SKU40372
5568,SKU34821
5569,SKU43353
5570,SKU76208
5571,SKU41143
5572,SKU34556
5573,SKU30786
5576,SKU94695
5577,SKU49617
5579,SKU17204
5581,SKU33503
5582,SKU76510
5583,SKU81650
5584,SKU67291
5585,SKU64179
5586,SKU56929
5588,SKU32472
5591,SKU59928
5592,SKU85493
5594,SKU75503
5595,SKU66022
5596,SKU85274
5597,SKU95597
5598,SKU63453
5599,SKU38455
5603,SKU95535
5604,SKU89694
5605,SKU51320
5607,SKU47109
5608,SKU13601
5609,SKU22731
5610,SKU23792
5612,SKU74207
5613,SKU52577
5614,SKU36267
5615,SKU33621
5616,SKU10629
5617,SKU72674
5618,SKU35101
5620,SKU84257
5621,SKU12485
5623,SKU90347
5627,SKU31484
5628,SKU25075
5629,SKU87418
5632,SKU97915
5634,SKU71497
5635,SKU42846
5636,SKU63153
5637,SKU44681
5640,SKU18600
5641,SKU73771
5642,SKU21678
5644,SKU29319
5645,SKU95289
5646,SKU83938
5647,SKU87438
5648,SKU95678
5650,SKU19044
5651,SKU81520
5654,SKU27169
5656,SKU79971
5660,SKU50271
5661,SKU12431
5662,SKU37037
5663,SKU11751
5665,SKU23287
5666,SKU92369
5669,SKU96613
5670,SKU12523
5671,SKU49724
5675,SKU86037
5677,SKU27512
5678,SKU26162
5679,SKU32096
5680,SKU85552
5681,SKU72624
5684,SKU13095
5685,SKU23264
5686,SKU69743
5687,SKU33946
5688,SKU50135
5690,SKU56787
5691,SKU46105
5692,SKU18526
5693,SKU92395
5694,SKU62544
5695,SKU78949
5697,SKU59580
5698,SKU51698
5699,SKU64551
5700,SKU72155
5701,SKU41097
5703,SKU50468
5704,SKU73899
5705,SKU81264
5706,SKU37318
5707,SKU17226
5708,SKU92868
5709,SKU67431
5710,SKU56646
5711,SKU49400
5713,SKU92121
5714,SKU83891
5715,SKU89860
5716,SKU83811
5717,SKU72780
5719,SKU94463
5720,SKU15395
5721,SKU86103
5722,SKU99704
5723,SKU97144
5724,SKU30145
5725,SKU68508
5728,SKU34582
5731,SKU10487
5732,SKU34142
5733,SKU76841
5734,SKU33784
5735,SKU19288
5737,SKU63360
5738,SKU18098
5739,SKU97257
5740,SKU21696
5741,SKU37796
5744,SKU93344
5745,SKU48874
5746,SKU44765
5749,SKU35910
5750,SKU36300
5751,SKU37522
5754,SKU48990
5755,SKU53393
5756,SKU70888
5757,SKU77286
5758,SKU12489
5759,SKU41198
5760,SKU20533
5761,SKU97832
5762,SKU30645
5763,SKU95269
5765,SKU52170
5769,SKU59141
5770,SKU84244
5771,SKU69283
5772,SKU89996
5773,SKU74784
5774,SKU54055
5776,SKU58510
5779,SKU90463
5781,SKU99603
5782,SKU33996
5783,SKU64189
5784,SKU69163
5785,SKU44322
5787,SKU88677
5791,SKU41335
5792,SKU39159
5793,SKU17266
5794,SKU72994
5795,SKU27294
5796,SKU15754
5797,SKU19035
5798,SKU13276
5799,SKU88001
5800,SKU51675
5801,SKU45008
5802,SKU19297
5803,SKU50465
5804,SKU44810
5806,SKU72694
5809,SKU53430
5810,SKU93344
5811,SKU36949
5812,SKU68815
5814,SKU52446
5815,SKU87698
5816,SKU55678
5817,SKU72976
5818,SKU82005
5819,SKU13291
5821,SKU14529
5822,SKU49874
5826,SKU74279
5829,SKU47380
5830,SKU77238
5832,SKU63131
5833,SKU38349
5835,SKU80883
5836,SKU38649
5837,SKU60241
5839,SKU25866
5840,SKU77757
5841,SKU20947
5842,SKU85243
5843,SKU95065
5844,SKU57960
5845,SKU31686
5846,SKU87042
5847,SKU93466
5849,SKU64786
5850,SKU62094
5851,SKU53137
5852,SKU83343
5853,SKU77549
5854,SKU21071
5856,SKU54670
5857,SKU79189
5859,SKU32973
5861,SKU33546
5862,SKU64066
5863,SKU96309
5864,SKU74382
5867,SKU88760
5868,SKU46966
5870,SKU67602
5872,SKU41399
5873,SKU68405
5876,SKU66725
5878,SKU11296
5879,SKU63846
5880,SKU14767
5881,SKU66235
5882,SKU32973
5883,SKU18255
5884,SKU19701
5885,SKU74408
5886,SKU34290
5887,SKU83525
5888,SKU80151
5889,SKU51197
5890,SKU60674
5891,SKU98934
5892,SKU36734
5893,SKU48663
5896,SKU78426
5898,SKU32753
5903,SKU59193
5904,SKU76138
5906,SKU84728
5907,SKU90735
5909,SKU80628
5910,SKU67999
5911,SKU42703
5912,SKU12127
5913,SKU15224
5914,SKU12436
5916,SKU86049
5917,SKU46195
5919,SKU97970
5921,SKU33485
5922,SKU71547
5923,SKU38827
5925,SKU28942
5926,SKU66807
5927,SKU34402
5928,SKU12134
5930,SKU56018
5931,SKU43257
5933,SKU13916
5935,SKU20432
5936,SKU51719
5938,SKU69488
5939,SKU23693
5941,SKU11787
5942,SKU27628
5943,SKU51354
5944,SKU84739
5945,SKU52001
5946,SKU90273
5947,SKU73988
5949,SKU41182
5950,SKU78018
5952,SKU33371
5953,SKU74344
5954,SKU18975
5957,SKU19093
5958,SKU74278
5959,SKU30113
5962,SKU75344
5963,SKU60808
5964,SKU79930
5965,SKU80474
5966,SKU66435
5970,SKU71115
5972,SKU38505
5973,SKU65088
5974,SKU87381
5975,SKU68453
5976,SKU54057
5978,SKU97941
5981,SKU89744
5982,SKU94955
5983,SKU70234
5984,SKU25514
5987,SKU23243
5988,SKU95620
5990,SKU87110
5991,SKU39426
5993,SKU64517
5994,SKU93570
5996,SKU11555
5997,SKU99322
5998,SKU41209
5999,SKU70426
6000,SKU54033
6001,SKU90000
6003,SKU14529
6005,SKU72524
6006,SKU19712
6008,SKU49560
6009,SKU89600
6011,SKU80593
6013,SKU94779
6014,SKU33841
6015,SKU80593
6017,SKU92217
6018,SKU67364
6020,SKU26584
6021,SKU68120
6022,SKU48299
6024,SKU28898
6026,SKU22373
6029,SKU18682
6030,SKU43327
6034,SKU93935
6036,SKU70541
6037,SKU64058
6040,SKU94285
6041,SKU73095
6043,SKU41598
6044,SKU10239
6047,SKU35554
6050,SKU32324
6051,SKU24625
6053,SKU93107
6054,SKU57915
6057,SKU63491
6058,SKU94481
6059,SKU18849
6062,SKU73513
6064,SKU33237
6065,SKU76639
6066,SKU75399
6067,SKU22014
6068,SKU48505
6071,SKU25040
6072,SKU22983
6073,SKU38564
6075,SKU63854
6076,SKU59230
6078,SKU56480
6081,SKU94555
6082,SKU78621
6084,SKU86945
6087,SKU18277
6088,SKU92351
6089,SKU61466
6090,SKU21897
6091,SKU89181
6092,SKU59436
6093,SKU40275
6094,SKU35334
6095,SKU93036
6096,SKU67092
6098,SKU38646
6099,SKU36052
6101,SKU39512
6102,SKU59170
6103,SKU68453
6105,SKU39806
6107,SKU97846
6108,SKU33711
6109,SKU75010
6111,SKU90546
6113,SKU59447
6114,SKU67753
6116,SKU62287
6117,SKU38611
6118,SKU95815
6119,SKU58459
6120,SKU35151
6122,SKU86037
6123,SKU55388
6124,SKU42878
6125,SKU66282
6126,SKU32364
6127,SKU64011
6128,SKU63809
6129,SKU72524
6130,SKU58392
6131,SKU36135
6132,SKU46076
6135,SKU97781
6137,SKU19524
6139,SKU15348
6140,SKU81746
6141,SKU96436
6142,SKU22255
6143,SKU77914
6144,SKU44426
6147,SKU31045
6148,SKU87834
6152,SKU85885
6153,SKU51243
6154,SKU85943
6156,SKU35746
6158,SKU83561
6160,SKU21152
6161,SKU68654
6162,SKU78384
6164,SKU85702
6165,SKU36982
6166,SKU69743
6167,SKU80329
6170,SKU87417
6171,SKU23748
6174,SKU95560
6175,SKU63051
6176,SKU74279
6177,SKU60223
6178,SKU99739
6180,SKU68191
6181,SKU75270
6183,SKU74384
6184,SKU26414
6185,SKU74914
6187,SKU75923
6188,SKU85734
6189,SKU57168
6190,SKU25749
6192,SKU78682
6195,SKU74019
6196,SKU76884
6197,SKU59611
6198,SKU79655
6201,SKU21572
6203,SKU78238
6204,SKU31491
6205,SKU70456
6207,SKU97846
6208,SKU73519
6209,SKU69024
6211,SKU59580
6212,SKU48631
6213,SKU58911
6214,SKU27205
6215,SKU90307
6217,SKU65500
6219,SKU23079
6220,SKU27896
6221,SKU13210
6223,SKU93593
6224,SKU25038
6229,SKU71136
6230,SKU71901
6232,SKU37642
6233,SKU41176
6234,SKU96390
6235,SKU12378
6236,SKU88699
6238,SKU57915
6239,SKU66263
6240,SKU31616
6241,SKU99292
6242,SKU75917
6243,SKU84684
6250,SKU90185
6252,SKU44402
6254,SKU68857
6255,SKU31747
6256,SKU40784
6257,SKU81197
6258,SKU17302
6260,SKU25151
6261,SKU15292
6262,SKU84227
6264,SKU74238
6265,SKU41042
6267,SKU24530
6268,SKU90956
6269,SKU83411
6270,SKU31830
6271,SKU29658
6272,SKU52169
6273,SKU52797
6274,SKU38481
6276,SKU79971
6277,SKU34936
6278,SKU50801
6279,SKU94555
6280,SKU34845
6281,SKU21219
6282,SKU72759
6283,SKU73126
6284,SKU65250
6286,SKU59886
6287,SKU11068
6288,SKU89186
6289,SKU67023
6291,SKU82717
6293,SKU32443
6294,SKU62687
6295,SKU17898
6296,SKU72498
6299,SKU35977
6301,SKU58920
6302,SKU47653
6303,SKU81504
6305,SKU34499
6306,SKU28296
6307,SKU57630
6308,SKU85535
6309,SKU76025
6310,SKU21071
6311,SKU42060
6312,SKU53693
6313,SKU67616
6314,SKU13189
6315,SKU77293
6316,SKU27804
6317,SKU19570
6318,SKU89306
6320,SKU81646
6322,SKU56611
6324,SKU33762
6325,SKU17898
6326,SKU41530
6328,SKU82800
6330,SKU69093
6331,SKU92460
6334,SKU39052
6336,SKU27498
6337,SKU51127
6338,SKU71818
6339,SKU42369
6342,SKU35608
6344,SKU89719
6345,SKU41128
6346,SKU56659
6347,SKU33170
6348,SKU14609
6349,SKU65417
6351,SKU77850
6353,SKU10745
6354,SKU32582
6355,SKU42704
6356,SKU13620
6357,SKU13576
6358,SKU31011
6359,SKU76272
6362,SKU63317
6363,SKU89181
6365,SKU35422
6366,SKU66159
6368,SKU49863
6370,SKU20354
6372,SKU80506
6376,SKU41307
6377,SKU10177
6379,SKU75281
6380,SKU62130
6382,SKU55515
6383,SKU11116
6384,SKU16342
6388,SKU34426
6389,SKU53444
6391,SKU14750
6392,SKU35119
6393,SKU70163
6395,SKU97432
6396,SKU11263
6398,SKU34836
6399,SKU85819
6400,SKU40092
6401,SKU24418
6402,SKU43414
6403,SKU74228
6404,SKU46913
6405,SKU36344
6406,SKU62414
6407,SKU21549
6408,SKU29665
6409,SKU82457
6410,SKU56043
6411,SKU84097
6413,SKU58111
6414,SKU62271
6417,SKU76025
6418,SKU63453
6419,SKU49436
6420,SKU92369
6421,SKU21101
6422,SKU28246
6424,SKU64234
6427,SKU91861
6428,SKU89465
6429,SKU65292
6431,SKU79765
6432,SKU36783
6433,SKU10011
6434,SKU78857
6437,SKU68592
6438,SKU41392
6440,SKU82132
6441,SKU11223
6442,SKU25912
6443,SKU95794
6445,SKU92395
6446,SKU39277
6447,SKU34726
6449,SKU31789
6452,SKU16699
6453,SKU60126
6454,SKU28602
6455,SKU53374
6457,SKU48921
6460,SKU27025
6461,SKU14726
6463,SKU94270
6464,SKU54449
6466,SKU25940
6467,SKU71512
6473,SKU10759
6477,SKU92827
6479,SKU98693
6480,SKU33821
6481,SKU19104
6482,SKU73017
6483,SKU74426
6484,SKU47295
6487,SKU30104
6488,SKU99285
6490,SKU89425
6491,SKU50077
6492,SKU19052
6493,SKU99520
6494,SKU31845
6495,SKU63792
6496,SKU43812
6497,SKU85253
6498,SKU24955
6499,SKU59540
6500,SKU72195
6501,SKU45513
6502,SKU84938
6503,SKU20907
6505,SKU21512
6506,SKU29415
6507,SKU12690
6509,SKU21414
6510,SKU30551
6514,SKU36734
6516,SKU84137
6518,SKU11414
6519,SKU22399
6521,SKU27518
6522,SKU38309
6523,SKU18915
6524,SKU75491
6526,SKU75218
6528,SKU52361
6530,SKU45835
6532,SKU11836
6533,SKU80940
6539,SKU88073
6540,SKU87483
6541,SKU12523
6544,SKU70418
6546,SKU39252
6547,SKU19192
6549,SKU74981
6550,SKU76963
6552,SKU51873
6554,SKU45471
6556,SKU45226
6557,SKU91216
6558,SKU34273
6559,SKU36665
6562,SKU42007
6563,SKU55497
6564,SKU43994
6565,SKU28602
6568,SKU52484
6569,SKU56595
6570,SKU79046
6572,SKU23994
6573,SKU46751
6574,SKU54702
6575,SKU82263
6577,SKU70434
6578,SKU12090
6579,SKU60885
6580,SKU18820
6582,SKU18411
6583,SKU26976
6584,SKU64109
6585,SKU87825
6586,SKU84563
6587,SKU85918
6588,SKU27936
6589,SKU57946
6590,SKU10738
6592,SKU19695
6595,SKU45532
6596,SKU61198
6597,SKU46219
6598,SKU13124
6599,SKU96690
6600,SKU28517
6603,SKU42181
6604,SKU88681
6605,SKU81977
6606,SKU51137
6607,SKU50314
6608,SKU95300
6610,SKU26302
6611,SKU95942
6612,SKU84564
6613,SKU91727
6614,SKU48949
6615,SKU52661
6617,SKU79629
6618,SKU42421
6620,SKU55948
6621,SKU65856
6622,SKU61525
6623,SKU14745
6624,SKU80697
6625,SKU23000
6626,SKU62253
6627,SKU70336
6628,SKU94717
6630,SKU66042
6632,SKU52549
6634,SKU98734
6636,SKU64403
6640,SKU27520
6641,SKU63918
6644,SKU97266
6645,SKU29319
6646,SKU18098
6647,SKU11021
6648,SKU75218
6651,SKU23006
6653,SKU60484
6656,SKU74279
6658,SKU81863
6659,SKU75729
6660,SKU46730
6661,SKU72578
6663,SKU53404
6666,SKU39207
6668,SKU95444
6669,SKU92382
6671,SKU28296
6672,SKU76574
6673,SKU14120
6675,SKU89749
6676,SKU86587
6677,SKU77286
6678,SKU53649
6681,SKU51609
6682,SKU17489
6683,SKU51717
6684,SKU14096
6686,SKU56518
6689,SKU76924
6694,SKU84998
6695,SKU71519
6696,SKU63943
6697,SKU93441
6698,SKU12696
6700,SKU63218
6701,SKU80456
6702,SKU80939
6703,SKU95873
6704,SKU37555
6705,SKU70888
6706,SKU32037
6708,SKU21977
6709,SKU77023
6710,SKU51352
6713,SKU34620
6714,SKU17761
6715,SKU80218
6716,SKU19610
6717,SKU71432
6718,SKU24893
6719,SKU46626
6720,SKU87228
6721,SKU66282
6722,SKU18820
6723,SKU71141
6724,SKU14523
6725,SKU74219
6726,SKU53947
6727,SKU27977
6728,SKU76489
6729,SKU19438
6730,SKU77142
6732,SKU74225
6734,SKU83369
6735,SKU92891
6736,SKU99120
6737,SKU97102
6738,SKU77836
6739,SKU52374
6740,SKU46404
6742,SKU58909
6744,SKU13933
6745,SKU85612
6746,SKU33569
6747,SKU95574
6748,SKU21079
6750,SKU45995
6751,SKU85165
6752,SKU76510
6753,SKU99622
6756,SKU87976
6757,SKU84943
6758,SKU41821
6759,SKU41515
6760,SKU62611
6762,SKU62619
6763,SKU79539
6764,SKU20833
6766,SKU19013
6767,SKU10450
6768,SKU69579
6769,SKU96063
6770,SKU86103
6771,SKU84896
6772,SKU28621
6773,SKU92941
6775,SKU99517
6777,SKU96344
6778,SKU78943
6779,SKU71472
6780,SKU49231
6781,SKU85718
6782,SKU73109
6783,SKU61300
6785,SKU38014
6788,SKU86010
6789,SKU73811
6790,SKU90982
6791,SKU77581
6793,SKU64234
6794,SKU17804
6795,SKU96574
6796,SKU12523
6797,SKU98131
6798,SKU44407
6799,SKU71805
6800,SKU77055
6801,SKU98215
6802,SKU13348
6804,SKU91787
6806,SKU57794
6809,SKU12749
6810,SKU47380
6811,SKU19052
6813,SKU86911
6814,SKU18876
6815,SKU69734
6817,SKU57919
6819,SKU22518
6822,SKU37870
6824,SKU65170
6826,SKU94367
6828,SKU34620
6829,SKU93992
6830,SKU88425
6831,SKU83935
6832,SKU30095
6833,SKU98969
6834,SKU64982
6835,SKU51146
6837,SKU27146
6839,SKU77223
6840,SKU64929
6841,SKU21897
6843,SKU94533
6846,SKU80106
6848,SKU61645
6849,SKU39873
6850,SKU84245
6851,SKU42598
6853,SKU48576
6855,SKU25326
6856,SKU51526
6859,SKU79192
6860,SKU33124
6862,SKU36376
6863,SKU73067
6866,SKU73569
6870,SKU75966
6871,SKU81746
6872,SKU11867
6873,SKU77396
6874,SKU46342
6875,SKU10992
6876,SKU11772
6878,SKU27620
6879,SKU97878
6881,SKU46384
6882,SKU75412
6883,SKU44578
6884,SKU23173
6886,SKU25670
6889,SKU39709
6892,SKU84563
6893,SKU42046
6896,SKU22218
6898,SKU99221
6899,SKU92748
6901,SKU64006
6903,SKU34321
6904,SKU15458
6906,SKU12630
6907,SKU66598
6908,SKU56558
6909,SKU51719
6910,SKU79005
6911,SKU45016
6912,SKU16938
6913,SKU74623
6914,SKU65293
6915,SKU51113
6918,SKU15451
6919,SKU90534
6920,SKU54472
6924,SKU44633
6926,SKU32943
6927,SKU98631
6928,SKU87540
6929,SKU63224
6931,SKU59804
6932,SKU52314
6933,SKU44975
6938,SKU55805
6939,SKU22846
6941,SKU36392
6942,SKU67914
6943,SKU58994
6944,SKU86158
6946,SKU77365
6948,SKU97231
6949,SKU94324
6950,SKU50396
6951,SKU15526
6953,SKU41217
6954,SKU45654
6955,SKU29512
6956,SKU16107
6957,SKU92442
6959,SKU84174
6961,SKU97366
6962,SKU65795
6963,SKU63638
6964,SKU67753
6965,SKU75721
6966,SKU57956
6967,SKU74293
6968,SKU66326
6969,SKU91326
6970,SKU22032
6971,SKU49700
6972,SKU18938
6973,SKU29719
6975,SKU73064
6977,SKU22133
6979,SKU52607
6980,SKU56805
6981,SKU32525
6982,SKU83804
6984,SKU66308
6986,SKU30052
6987,SKU97080
6988,SKU36913
6989,SKU20684
6991,SKU36330
6992,SKU39322
6995,SKU41999
6997,SKU91123
6998,SKU43414
6999,SKU73304
7001,SKU23742
7006,SKU80083
7008,SKU18695
7010,SKU47724
7011,SKU67448
7013,SKU70405
7016,SKU17668
7017,SKU94410
7018,SKU58231
7019,SKU23854
7020,SKU22153
7021,SKU69179
7023,SKU84888
7024,SKU61279
7025,SKU67533
7027,SKU70460
7028,SKU60776
7029,SKU17686
7030,SKU73517
7031,SKU88751
7034,SKU41384
7035,SKU11155
7036,SKU44771
7039,SKU11858
7040,SKU36331
7043,SKU69803
7045,SKU76876
7047,SKU90239
7049,SKU62927
7052,SKU79747
7054,SKU48273
7057,SKU38878
7058,SKU98145
7059,SKU30563
7061,SKU66805
7065,SKU24136
7066,SKU41190
7067,SKU37699
7068,SKU85518
7071,SKU27896
7073,SKU36054
7074,SKU22527
7076,SKU68454
7078,SKU83478
7079,SKU53932
7081,SKU67250
7082,SKU54052
7083,SKU46208
7086,SKU48499
7087,SKU42007
7088,SKU18338
7089,SKU70482
7090,SKU53374
7091,SKU32037
7092,SKU61430
7094,SKU50468
7095,SKU40329
7097,SKU80542
7099,SKU10238
7100,SKU51791
7101,SKU82796
7102,SKU61225
7103,SKU73512
7104,SKU89125
7106,SKU31618
7107,SKU45037
7109,SKU51289
7110,SKU62561
7111,SKU74219
7115,SKU43635
7116,SKU25940
7117,SKU88063
7119,SKU58150
7120,SKU86158
7121,SKU26564
7122,SKU41935
7123,SKU60880
7126,SKU88356
7127,SKU81176
7131,SKU50243
7132,SKU94173
7135,SKU33551
7136,SKU51352
7137,SKU57280
7140,SKU97079
7141,SKU75277
7142,SKU41619
7143,SKU44174
7144,SKU70675
7145,SKU92360
7146,SKU52383
7148,SKU42728
7149,SKU63792
7150,SKU11382
7151,SKU52927
7152,SKU23933
7154,SKU23045
7156,SKU85463
7157,SKU31539
7159,SKU42926
7161,SKU60225
7163,SKU84604
7164,SKU96606
7165,SKU63029
7166,SKU94169
7167,SKU45537
7168,SKU31049
7170,SKU90568
7172,SKU12937
7173,SKU58724
7175,SKU35256
7179,SKU77393
7180,SKU82471
7182,SKU58642
7183,SKU41271
7184,SKU77007
7189,SKU45964
7190,SKU78420
7191,SKU54646
7193,SKU90246
7197,SKU60113
7198,SKU85612
7200,SKU81221
7201,SKU18649
7202,SKU64296
7205,SKU54870
7206,SKU20893
7208,SKU70149
7211,SKU45794
7212,SKU71696
7214,SKU29069
7215,SKU43406
7216,SKU90808
7217,SKU53295
7219,SKU53973
7220,SKU12886
7221,SKU76954
7222,SKU84818
7223,SKU85896
7224,SKU63442
7225,SKU42448
7227,SKU86930
7228,SKU59622
7229,SKU85463
7230,SKU18526
7231,SKU85896
7232,SKU90536
7235,SKU95539
7236,SKU52468
7237,SKU22885
7238,SKU86696
7240,SKU50409
7242,SKU13285
7245,SKU43896
7249,SKU54077
7252,SKU72474
7253,SKU27044
7254,SKU38550
7255,SKU55700
7257,SKU55271
7258,SKU59509
7259,SKU50333
7260,SKU53336
7262,SKU41284
7263,SKU76382
7264,SKU33893
7265,SKU66757
7266,SKU17330
7267,SKU37162
7268,SKU83367
7270,SKU36730
7272,SKU90368
7275,SKU77188
7278,SKU94395
7279,SKU42127
7280,SKU69021
7281,SKU90454
7282,SKU65303
7283,SKU10505
7284,SKU53268
7285,SKU20577
7286,SKU18959
7288,SKU49191
7289,SKU72798
7291,SKU75844
7292,SKU41270
7293,SKU34792
7294,SKU51315
7295,SKU22869
7297,SKU63985
7298,SKU44572
7299,SKU46607
7300,SKU39522
7301,SKU32981
7303,SKU20569
7304,SKU27605
7305,SKU44174
7306,SKU33004
7307,SKU14982
7308,SKU67045
7309,SKU96063
7310,SKU25674
7311,SKU79307
7314,SKU15685
7315,SKU50116
7318,SKU21016
7319,SKU20968
7320,SKU11469
7321,SKU23382
7322,SKU46702
7323,SKU13267
7325,SKU35994
7327,SKU61825
7328,SKU41594
7329,SKU11404
7330,SKU33835
7331,SKU69112
7333,SKU57557
7334,SKU62611
7335,SKU49684
7336,SKU74612
7337,SKU99468
7338,SKU91364
7339,SKU94477
7340,SKU26881
7341,SKU64344
7342,SKU21016
7343,SKU10634
7344,SKU74379
